,Species,AddressAccuracy,NumMosquitos,WnvPresent,Station_x,Tavg_x_x,Tmin_x,Tmax_x,Station_y,Tavg_x_y,Tmin_y,Tmax_y
39,1,8,1,0,1,56,47,64,2,57,51,63
40,1,8,3,0,1,56,47,64,2,57,51,63
41,1,8,4,0,1,56,47,64,2,57,51,63
42,0,9,2,0,1,56,47,64,2,57,51,63
43,0,8,1,0,1,56,47,64,2,57,51,63
44,1,8,1,0,1,56,47,64,2,57,51,63
45,2,8,1,0,1,56,47,64,2,57,51,63
46,0,8,2,0,1,56,47,64,2,57,51,63
47,1,8,9,0,1,56,47,64,2,57,51,63
48,1,8,3,0,1,56,47,64,2,57,51,63
49,1,8,1,0,1,56,47,64,2,57,51,63
50,1,8,2,0,1,56,47,64,2,57,51,63
51,1,8,1,0,1,56,47,64,2,57,51,63
52,1,8,1,0,1,56,47,64,2,57,51,63
53,1,9,1,0,1,56,47,64,2,57,51,63
54,1,9,1,0,1,56,47,64,2,57,51,63
55,1,9,2,0,1,56,47,64,2,57,51,63
56,0,9,1,0,1,56,47,64,2,57,51,63
57,1,9,3,0,1,56,47,64,2,57,51,63
58,1,5,1,0,1,56,47,64,2,57,51,63
59,0,9,1,0,1,56,47,64,2,57,51,63
60,1,9,7,0,1,56,47,64,2,57,51,63
61,0,8,1,0,1,56,47,64,2,57,51,63
62,0,8,2,0,1,56,47,64,2,57,51,63
63,1,8,4,0,1,56,47,64,2,57,51,63
64,2,8,1,0,1,56,47,64,2,57,51,63
65,0,9,1,0,1,56,47,64,2,57,51,63
66,1,9,2,0,1,56,47,64,2,57,51,63
67,0,8,1,0,1,56,47,64,2,57,51,63
68,1,8,3,0,1,56,47,64,2,57,51,63
69,1,3,3,0,1,56,47,64,2,57,51,63
70,0,9,1,0,1,56,47,64,2,57,51,63
71,1,9,2,0,1,56,47,64,2,57,51,63
72,1,8,1,0,1,56,47,64,2,57,51,63
73,0,8,1,0,1,56,47,64,2,57,51,63
74,1,9,2,0,1,56,47,64,2,57,51,63
75,0,8,1,0,1,56,47,64,2,57,51,63
76,1,8,10,0,1,56,47,64,2,57,51,63
77,1,9,1,0,1,56,47,64,2,57,51,63
78,1,8,1,0,1,56,47,64,2,57,51,63
79,0,9,3,0,1,56,47,64,2,57,51,63
80,1,9,8,0,1,56,47,64,2,57,51,63
81,0,8,1,0,1,56,47,64,2,57,51,63
82,0,8,2,0,1,56,47,64,2,57,51,63
83,1,8,1,0,1,56,47,64,2,57,51,63
84,1,9,1,0,1,56,47,64,2,57,51,63
85,0,9,1,0,1,81,70,92,2,82,73,91
86,1,9,4,0,1,81,70,92,2,82,73,91
87,3,9,1,0,1,81,70,92,2,82,73,91
88,0,9,1,0,1,81,70,92,2,82,73,91
89,1,9,4,0,1,81,70,92,2,82,73,91
90,1,8,1,0,1,81,70,92,2,82,73,91
91,0,8,1,0,1,81,70,92,2,82,73,91
92,1,8,1,0,1,81,70,92,2,82,73,91
93,0,8,1,0,1,81,70,92,2,82,73,91
94,1,8,6,0,1,81,70,92,2,82,73,91
95,0,8,2,0,1,81,70,92,2,82,73,91
96,1,8,1,0,1,81,70,92,2,82,73,91
97,1,8,1,0,1,81,70,92,2,82,73,91
98,0,8,1,0,1,81,70,92,2,82,73,91
99,0,8,1,0,1,81,70,92,2,82,73,91
100,1,8,2,0,1,81,70,92,2,82,73,91
101,1,8,5,0,1,81,70,92,2,82,73,91
102,0,5,1,0,1,81,70,92,2,82,73,91
103,1,5,1,0,1,81,70,92,2,82,73,91
104,0,8,1,0,1,81,70,92,2,82,73,91
105,1,8,1,0,1,81,70,92,2,82,73,91
106,0,8,2,0,1,81,70,92,2,82,73,91
107,1,8,2,0,1,81,70,92,2,82,73,91
108,0,8,2,0,1,81,70,92,2,82,73,91
109,1,8,4,0,1,81,70,92,2,82,73,91
110,0,8,2,0,1,81,70,92,2,82,73,91
111,1,8,2,0,1,81,70,92,2,82,73,91
112,1,9,1,0,1,81,70,92,2,82,73,91
113,0,9,1,0,1,81,70,92,2,82,73,91
114,0,9,1,0,1,81,70,92,2,82,73,91
115,1,9,9,0,1,81,70,92,2,82,73,91
116,0,9,2,0,1,81,70,92,2,82,73,91
117,1,9,3,0,1,81,70,92,2,82,73,91
118,0,9,10,0,1,81,70,92,2,82,73,91
119,1,9,19,0,1,81,70,92,2,82,73,91
120,2,9,1,0,1,81,70,92,2,82,73,91
121,0,8,20,0,1,81,70,92,2,82,73,91
122,1,8,25,0,1,81,70,92,2,82,73,91
123,2,8,6,0,1,81,70,92,2,82,73,91
124,0,9,1,0,1,81,70,92,2,82,73,91
125,1,9,3,0,1,81,70,92,2,82,73,91
126,1,8,4,0,1,81,70,92,2,82,73,91
127,1,3,1,0,1,81,70,92,2,82,73,91
128,1,9,6,0,1,81,70,92,2,82,73,91
129,1,8,1,0,1,81,70,92,2,82,73,91
130,1,9,2,0,1,81,70,92,2,82,73,91
131,0,8,3,0,1,81,70,92,2,82,73,91
132,1,8,6,0,1,81,70,92,2,82,73,91
133,0,9,1,0,1,81,70,92,2,82,73,91
134,1,9,4,0,1,81,70,92,2,82,73,91
135,1,9,1,0,1,81,70,92,2,82,73,91
136,0,8,1,0,1,81,70,92,2,82,73,91
137,1,8,2,0,1,81,70,92,2,82,73,91
138,0,8,1,0,1,81,70,92,2,82,73,91
139,1,8,1,0,1,81,70,92,2,82,73,91
140,1,9,2,0,1,81,70,92,2,82,73,91
141,0,8,2,0,1,81,70,92,2,82,73,91
142,1,9,1,0,1,81,70,92,2,82,73,91
143,1,8,1,0,1,81,70,92,2,82,73,91
144,0,8,5,0,1,81,70,92,2,82,73,91
145,1,8,1,0,1,81,70,92,2,82,73,91
146,1,8,1,0,1,81,70,92,2,82,73,91
147,0,9,1,0,1,81,70,92,2,82,73,91
148,1,9,1,0,1,81,70,92,2,82,73,91
149,0,9,1,0,1,81,70,92,2,82,73,91
150,1,8,2,0,1,81,70,92,2,82,73,91
151,2,9,1,0,1,81,70,92,2,82,73,91
152,0,9,3,0,1,81,70,92,2,82,73,91
153,1,9,5,0,1,81,70,92,2,82,73,91
154,1,8,1,0,1,81,70,92,2,82,73,91
155,0,9,2,0,1,63,56,70,2,64,56,71
156,0,8,1,0,1,63,56,70,2,64,56,71
157,1,8,2,0,1,63,56,70,2,64,56,71
158,1,8,2,0,1,63,56,70,2,64,56,71
159,0,8,3,0,1,63,56,70,2,64,56,71
160,1,8,2,0,1,63,56,70,2,64,56,71
161,2,8,1,0,1,63,56,70,2,64,56,71
162,0,8,1,0,1,63,56,70,2,64,56,71
163,1,8,1,0,1,63,56,70,2,64,56,71
164,1,8,3,0,1,63,56,70,2,64,56,71
165,0,8,2,0,1,63,56,70,2,64,56,71
166,1,8,2,0,1,63,56,70,2,64,56,71
167,1,8,1,0,1,63,56,70,2,64,56,71
168,0,8,2,0,1,63,56,70,2,64,56,71
169,0,9,2,0,1,63,56,70,2,64,56,71
170,1,9,1,0,1,63,56,70,2,64,56,71
171,2,9,1,0,1,63,56,70,2,64,56,71
172,1,5,2,0,1,63,56,70,2,64,56,71
173,0,9,1,0,1,63,56,70,2,64,56,71
174,1,9,6,0,1,63,56,70,2,64,56,71
175,2,9,3,0,1,63,56,70,2,64,56,71
176,1,8,3,0,1,63,56,70,2,64,56,71
177,1,9,1,0,1,63,56,70,2,64,56,71
178,1,8,1,0,1,63,56,70,2,64,56,71
179,1,3,1,0,1,63,56,70,2,64,56,71
180,1,9,2,0,1,63,56,70,2,64,56,71
181,1,9,1,0,1,63,56,70,2,64,56,71
182,0,8,1,0,1,63,56,70,2,64,56,71
183,1,8,5,0,1,63,56,70,2,64,56,71
184,1,9,6,0,1,63,56,70,2,64,56,71
185,1,8,5,0,1,63,56,70,2,64,56,71
186,1,8,1,0,1,63,56,70,2,64,56,71
187,0,8,1,0,1,63,56,70,2,64,56,71
188,0,8,2,0,1,63,56,70,2,64,56,71
189,1,8,3,0,1,63,56,70,2,64,56,71
190,0,8,1,0,1,63,56,70,2,64,56,71
191,2,8,1,0,1,63,56,70,2,64,56,71
192,0,9,1,0,1,63,56,70,2,64,56,71
193,1,8,1,0,1,63,56,70,2,64,56,71
194,1,8,1,0,1,63,56,70,2,64,56,71
195,0,9,1,0,1,63,56,70,2,64,56,71
196,1,9,1,0,1,63,56,70,2,64,56,71
197,0,8,1,0,1,63,56,70,2,64,56,71
198,1,8,1,0,1,63,56,70,2,64,56,71
199,0,9,1,0,1,63,56,70,2,64,56,71
200,0,8,1,0,1,63,56,70,2,64,56,71
201,0,9,3,0,1,66,53,79,2,68,58,77
202,1,9,2,0,1,66,53,79,2,68,58,77
203,0,9,4,0,1,66,53,79,2,68,58,77
204,1,9,4,0,1,66,53,79,2,68,58,77
205,0,8,3,0,1,66,53,79,2,68,58,77
206,0,8,2,0,1,66,53,79,2,68,58,77
207,1,8,2,0,1,66,53,79,2,68,58,77
208,0,8,3,0,1,66,53,79,2,68,58,77
209,1,8,16,0,1,66,53,79,2,68,58,77
210,1,8,1,0,1,66,53,79,2,68,58,77
211,0,8,2,0,1,66,53,79,2,68,58,77
212,1,8,1,0,1,66,53,79,2,68,58,77
213,0,8,2,0,1,66,53,79,2,68,58,77
214,1,8,3,0,1,66,53,79,2,68,58,77
215,0,8,3,0,1,66,53,79,2,68,58,77
216,1,8,4,0,1,66,53,79,2,68,58,77
217,2,8,3,0,1,66,53,79,2,68,58,77
218,0,5,2,0,1,66,53,79,2,68,58,77
219,1,5,1,0,1,66,53,79,2,68,58,77
220,1,8,1,0,1,66,53,79,2,68,58,77
221,1,8,2,0,1,66,53,79,2,68,58,77
222,0,8,6,0,1,66,53,79,2,68,58,77
223,1,8,1,0,1,66,53,79,2,68,58,77
224,1,9,1,0,1,66,53,79,2,68,58,77
225,0,9,1,0,1,66,53,79,2,68,58,77
226,1,9,5,0,1,66,53,79,2,68,58,77
227,2,9,1,0,1,66,53,79,2,68,58,77
228,0,5,1,0,1,66,53,79,2,68,58,77
229,0,9,2,0,1,66,53,79,2,68,58,77
230,1,9,11,0,1,66,53,79,2,68,58,77
231,1,8,2,0,1,66,53,79,2,68,58,77
232,0,8,16,0,1,66,53,79,2,68,58,77
233,1,8,12,0,1,66,53,79,2,68,58,77
234,3,8,2,0,1,66,53,79,2,68,58,77
235,0,8,1,0,1,66,53,79,2,68,58,77
236,1,8,1,0,1,66,53,79,2,68,58,77
237,3,3,1,0,1,66,53,79,2,68,58,77
238,1,9,1,0,1,66,53,79,2,68,58,77
239,0,8,1,0,1,66,53,79,2,68,58,77
240,1,8,1,0,1,66,53,79,2,68,58,77
241,0,8,5,0,1,66,53,79,2,68,58,77
242,1,8,2,0,1,66,53,79,2,68,58,77
243,0,9,1,0,1,66,53,79,2,68,58,77
244,0,8,1,0,1,66,53,79,2,68,58,77
245,0,9,28,0,1,66,53,79,2,68,58,77
246,1,9,4,0,1,66,53,79,2,68,58,77
247,0,8,2,0,1,66,53,79,2,68,58,77
248,1,8,1,0,1,66,53,79,2,68,58,77
249,1,8,1,0,1,66,53,79,2,68,58,77
250,0,9,4,0,1,66,53,79,2,68,58,77
251,1,9,3,0,1,66,53,79,2,68,58,77
252,3,8,1,0,1,66,53,79,2,68,58,77
253,0,8,1,0,1,66,53,79,2,68,58,77
254,1,8,2,0,1,66,53,79,2,68,58,77
255,0,8,5,0,1,66,53,79,2,68,58,77
256,0,9,4,0,1,66,53,79,2,68,58,77
257,1,9,8,0,1,66,53,79,2,68,58,77
258,0,9,1,0,1,66,53,79,2,68,58,77
259,0,8,2,0,1,66,53,79,2,68,58,77
260,0,9,1,0,1,66,53,79,2,68,58,77
261,0,9,3,0,1,66,53,79,2,68,58,77
262,1,9,2,0,1,66,53,79,2,68,58,77
263,0,9,6,0,1,66,53,79,2,68,58,77
264,1,9,1,0,1,66,53,79,2,68,58,77
265,0,8,5,0,1,66,53,79,2,68,58,77
266,1,8,1,0,1,66,53,79,2,68,58,77
267,0,8,1,0,1,66,53,79,2,68,58,77
268,0,9,3,0,1,66,53,79,2,68,58,77
269,1,9,2,0,1,66,53,79,2,68,58,77
270,0,8,3,0,1,66,53,79,2,68,58,77
271,0,9,1,0,1,66,53,79,2,68,58,77
272,0,8,2,0,1,66,53,79,2,68,58,77
273,1,8,1,0,1,66,53,79,2,68,58,77
274,0,8,1,0,1,66,53,79,2,68,58,77
275,0,9,18,0,1,70,62,77,2,70,63,77
276,1,9,7,0,1,70,62,77,2,70,63,77
277,2,9,2,0,1,70,62,77,2,70,63,77
278,0,9,3,0,1,70,62,77,2,70,63,77
279,0,8,1,0,1,70,62,77,2,70,63,77
280,1,8,1,0,1,70,62,77,2,70,63,77
281,1,8,2,0,1,70,62,77,2,70,63,77
282,0,8,4,0,1,70,62,77,2,70,63,77
283,1,8,1,0,1,70,62,77,2,70,63,77
284,0,8,6,0,1,70,62,77,2,70,63,77
285,1,8,5,0,1,70,62,77,2,70,63,77
286,2,8,3,0,1,70,62,77,2,70,63,77
287,0,8,3,0,1,70,62,77,2,70,63,77
288,1,8,1,0,1,70,62,77,2,70,63,77
289,0,8,2,0,1,70,62,77,2,70,63,77
290,1,8,1,0,1,70,62,77,2,70,63,77
291,0,8,1,0,1,70,62,77,2,70,63,77
292,1,8,1,0,1,70,62,77,2,70,63,77
293,0,8,50,0,1,70,62,77,2,70,63,77
294,0,8,35,0,1,70,62,77,2,70,63,77
295,0,8,50,0,1,70,62,77,2,70,63,77
296,0,8,8,0,1,70,62,77,2,70,63,77
297,1,8,1,0,1,70,62,77,2,70,63,77
298,1,8,8,0,1,70,62,77,2,70,63,77
299,2,8,19,0,1,70,62,77,2,70,63,77
300,3,8,2,0,1,70,62,77,2,70,63,77
301,4,8,1,0,1,70,62,77,2,70,63,77
302,0,8,14,0,1,70,62,77,2,70,63,77
303,2,8,1,0,1,70,62,77,2,70,63,77
304,0,9,1,0,1,70,62,77,2,70,63,77
305,0,8,22,0,1,70,62,77,2,70,63,77
306,1,8,21,0,1,70,62,77,2,70,63,77
307,2,8,2,0,1,70,62,77,2,70,63,77
308,1,8,1,0,1,70,62,77,2,70,63,77
309,0,8,1,0,1,70,62,77,2,70,63,77
310,1,8,2,0,1,70,62,77,2,70,63,77
311,3,8,1,0,1,70,62,77,2,70,63,77
312,0,8,1,0,1,70,62,77,2,70,63,77
313,1,8,14,0,1,70,62,77,2,70,63,77
314,0,8,8,0,1,70,62,77,2,70,63,77
315,1,8,1,0,1,70,62,77,2,70,63,77
316,1,8,2,0,1,70,62,77,2,70,63,77
317,2,8,1,0,1,70,62,77,2,70,63,77
318,0,8,37,0,1,70,62,77,2,70,63,77
319,0,8,14,0,1,70,62,77,2,70,63,77
320,1,8,8,0,1,70,62,77,2,70,63,77
321,1,8,4,0,1,70,62,77,2,70,63,77
322,2,8,3,0,1,70,62,77,2,70,63,77
323,0,9,1,0,1,70,62,77,2,70,63,77
324,0,9,7,0,1,70,62,77,2,70,63,77
325,1,9,2,0,1,70,62,77,2,70,63,77
326,0,9,1,0,1,70,62,77,2,70,63,77
327,1,9,2,0,1,70,62,77,2,70,63,77
328,1,9,1,0,1,70,62,77,2,70,63,77
329,0,9,1,0,1,70,62,77,2,70,63,77
330,0,5,1,0,1,70,62,77,2,70,63,77
331,1,5,2,0,1,70,62,77,2,70,63,77
332,0,9,27,0,1,70,62,77,2,70,63,77
333,1,9,5,0,1,70,62,77,2,70,63,77
334,0,8,5,0,1,70,62,77,2,70,63,77
335,2,8,1,0,1,70,62,77,2,70,63,77
336,0,8,18,0,1,70,62,77,2,70,63,77
337,1,8,4,0,1,70,62,77,2,70,63,77
338,2,8,1,0,1,70,62,77,2,70,63,77
339,0,9,1,0,1,70,62,77,2,70,63,77
340,0,8,1,0,1,70,62,77,2,70,63,77
341,1,8,1,0,1,70,62,77,2,70,63,77
342,0,3,3,0,1,70,62,77,2,70,63,77
343,1,3,1,0,1,70,62,77,2,70,63,77
344,0,9,13,0,1,70,62,77,2,70,63,77
345,1,9,2,0,1,70,62,77,2,70,63,77
346,2,9,1,0,1,70,62,77,2,70,63,77
347,0,9,1,0,1,70,62,77,2,70,63,77
348,0,8,4,0,1,70,62,77,2,70,63,77
349,1,8,8,0,1,70,62,77,2,70,63,77
350,0,9,50,0,1,70,62,77,2,70,63,77
351,0,9,50,0,1,70,62,77,2,70,63,77
352,0,9,39,0,1,70,62,77,2,70,63,77
353,0,9,50,0,1,70,62,77,2,70,63,77
354,1,9,27,0,1,70,62,77,2,70,63,77
355,2,9,29,0,1,70,62,77,2,70,63,77
356,1,8,1,0,1,70,62,77,2,70,63,77
357,0,8,1,0,1,70,62,77,2,70,63,77
358,1,8,1,0,1,70,62,77,2,70,63,77
359,0,8,1,0,1,70,62,77,2,70,63,77
360,0,8,2,0,1,70,62,77,2,70,63,77
361,0,8,1,0,1,70,62,77,2,70,63,77
362,1,8,2,0,1,70,62,77,2,70,63,77
363,0,9,39,0,1,70,62,77,2,70,63,77
364,1,9,14,0,1,70,62,77,2,70,63,77
365,2,9,5,0,1,70,62,77,2,70,63,77
366,0,8,2,0,1,70,62,77,2,70,63,77
367,0,8,20,0,1,70,62,77,2,70,63,77
368,1,8,5,0,1,70,62,77,2,70,63,77
369,0,9,2,0,1,70,62,77,2,70,63,77
370,2,9,1,0,1,70,62,77,2,70,63,77
371,0,8,15,0,1,70,62,77,2,70,63,77
372,0,9,5,0,1,70,62,77,2,70,63,77
373,1,9,4,0,1,70,62,77,2,70,63,77
374,0,9,17,0,1,70,62,77,2,70,63,77
375,1,9,4,0,1,70,62,77,2,70,63,77
376,0,9,2,0,1,70,62,77,2,70,63,77
377,1,9,1,0,1,70,62,77,2,70,63,77
378,0,8,3,0,1,70,62,77,2,70,63,77
379,1,8,4,0,1,70,62,77,2,70,63,77
380,0,9,6,0,1,70,62,77,2,70,63,77
381,1,9,4,0,1,70,62,77,2,70,63,77
382,2,9,5,0,1,70,62,77,2,70,63,77
383,0,8,4,0,1,70,62,77,2,70,63,77
384,1,8,1,0,1,70,62,77,2,70,63,77
385,2,8,1,0,1,70,62,77,2,70,63,77
386,0,8,16,0,1,70,62,77,2,70,63,77
387,2,8,1,0,1,70,62,77,2,70,63,77
388,0,9,1,0,1,70,62,77,2,70,63,77
389,0,8,1,0,1,70,62,77,2,70,63,77
390,0,9,2,0,1,70,62,77,2,70,63,77
391,0,9,1,0,1,70,62,77,2,70,63,77
392,0,8,1,0,1,70,62,77,2,70,63,77
393,2,8,1,0,1,70,62,77,2,70,63,77
394,0,8,3,0,1,70,62,77,2,70,63,77
395,2,8,1,0,1,70,62,77,2,70,63,77
396,2,8,2,0,1,70,62,77,2,70,63,77
397,0,9,22,0,1,70,62,77,2,70,63,77
398,2,9,2,0,1,70,62,77,2,70,63,77
399,4,9,2,0,1,70,62,77,2,70,63,77
400,0,8,4,0,1,70,62,77,2,70,63,77
401,0,9,9,0,1,70,62,77,2,70,63,77
402,0,8,10,0,1,70,62,77,2,70,63,77
403,1,8,3,0,1,70,62,77,2,70,63,77
404,1,8,1,0,1,70,62,77,2,70,63,77
405,0,8,2,0,1,70,62,77,2,70,63,77
406,0,8,2,0,1,70,62,77,2,70,63,77
407,0,8,2,0,1,70,62,77,2,70,63,77
408,1,8,3,0,1,70,62,77,2,70,63,77
409,1,9,11,0,1,70,62,77,2,70,63,77
410,3,8,1,0,1,70,62,77,2,70,63,77
411,1,8,18,0,1,70,62,77,2,70,63,77
412,1,8,1,0,1,70,62,77,2,70,63,77
413,0,9,6,0,1,70,62,77,2,70,63,77
414,1,9,6,0,1,70,62,77,2,70,63,77
415,0,9,2,0,1,70,62,77,2,70,63,77
416,1,9,1,0,1,70,62,77,2,70,63,77
417,0,9,11,0,1,70,62,77,2,70,63,77
418,1,9,1,0,1,70,62,77,2,70,63,77
419,0,8,4,0,1,70,62,77,2,70,63,77
420,1,8,4,0,1,70,62,77,2,70,63,77
421,2,8,1,0,1,70,62,77,2,70,63,77
422,0,9,2,0,1,70,62,77,2,70,63,77
423,1,9,7,0,1,70,62,77,2,70,63,77
424,0,8,5,0,1,70,62,77,2,70,63,77
425,1,8,1,0,1,70,62,77,2,70,63,77
426,0,9,1,0,1,70,62,77,2,70,63,77
427,0,9,7,0,1,77,69,85,2,77,69,85
428,1,9,2,0,1,77,69,85,2,77,69,85
429,2,9,4,0,1,77,69,85,2,77,69,85
430,1,9,3,0,1,77,69,85,2,77,69,85
431,2,9,3,0,1,77,69,85,2,77,69,85
432,1,8,1,0,1,77,69,85,2,77,69,85
433,2,8,4,0,1,77,69,85,2,77,69,85
434,0,8,12,0,1,77,69,85,2,77,69,85
435,2,8,4,0,1,77,69,85,2,77,69,85
436,0,8,29,0,1,77,69,85,2,77,69,85
437,0,8,1,0,1,77,69,85,2,77,69,85
438,1,8,8,0,1,77,69,85,2,77,69,85
439,2,8,34,0,1,77,69,85,2,77,69,85
440,0,8,1,0,1,77,69,85,2,77,69,85
441,1,8,2,0,1,77,69,85,2,77,69,85
442,0,8,3,0,1,77,69,85,2,77,69,85
443,0,8,1,0,1,77,69,85,2,77,69,85
444,0,8,3,0,1,77,69,85,2,77,69,85
445,1,8,2,0,1,77,69,85,2,77,69,85
446,0,8,5,0,1,77,69,85,2,77,69,85
447,1,8,1,0,1,77,69,85,2,77,69,85
448,0,8,1,0,1,77,69,85,2,77,69,85
449,2,8,1,0,1,77,69,85,2,77,69,85
450,1,5,1,0,1,77,69,85,2,77,69,85
451,0,8,1,0,1,77,69,85,2,77,69,85
452,1,8,1,0,1,77,69,85,2,77,69,85
453,0,8,2,0,1,77,69,85,2,77,69,85
454,1,8,1,0,1,77,69,85,2,77,69,85
455,0,8,2,0,1,77,69,85,2,77,69,85
456,0,8,3,0,1,77,69,85,2,77,69,85
457,1,8,1,0,1,77,69,85,2,77,69,85
458,0,8,15,0,1,77,69,85,2,77,69,85
459,0,8,19,0,1,77,69,85,2,77,69,85
460,1,8,7,0,1,77,69,85,2,77,69,85
461,1,9,2,0,1,77,69,85,2,77,69,85
462,0,9,1,0,1,77,69,85,2,77,69,85
463,0,9,2,0,1,77,69,85,2,77,69,85
464,1,9,2,0,1,77,69,85,2,77,69,85
465,1,9,1,0,1,77,69,85,2,77,69,85
466,2,9,1,0,1,77,69,85,2,77,69,85
467,0,9,2,0,1,77,69,85,2,77,69,85
468,2,9,1,0,1,77,69,85,2,77,69,85
469,0,9,4,0,1,77,69,85,2,77,69,85
470,0,9,1,0,1,77,69,85,2,77,69,85
471,0,8,3,0,1,77,69,85,2,77,69,85
472,0,9,7,0,1,77,69,85,2,77,69,85
473,2,9,2,0,1,77,69,85,2,77,69,85
474,3,9,1,0,1,77,69,85,2,77,69,85
475,0,8,2,0,1,77,69,85,2,77,69,85
476,0,9,1,0,1,77,69,85,2,77,69,85
477,1,9,1,0,1,77,69,85,2,77,69,85
478,0,8,11,0,1,77,69,85,2,77,69,85
479,1,8,1,0,1,77,69,85,2,77,69,85
480,2,8,1,0,1,77,69,85,2,77,69,85
481,1,9,1,0,1,77,69,85,2,77,69,85
482,0,8,1,0,1,77,69,85,2,77,69,85
483,1,8,1,0,1,77,69,85,2,77,69,85
484,2,8,1,0,1,77,69,85,2,77,69,85
485,0,9,1,0,1,77,69,85,2,77,69,85
486,2,9,1,0,1,77,69,85,2,77,69,85
487,2,8,1,0,1,77,69,85,2,77,69,85
488,0,8,1,0,1,77,69,85,2,77,69,85
489,2,8,1,0,1,77,69,85,2,77,69,85
490,1,8,3,0,1,77,69,85,2,77,69,85
491,0,9,9,0,1,77,69,85,2,77,69,85
492,1,9,1,0,1,77,69,85,2,77,69,85
493,2,9,1,0,1,77,69,85,2,77,69,85
494,0,8,1,0,1,77,69,85,2,77,69,85
495,0,8,1,0,1,77,69,85,2,77,69,85
496,2,8,2,0,1,77,69,85,2,77,69,85
497,0,8,1,0,1,77,69,85,2,77,69,85
498,1,9,1,0,1,77,69,85,2,77,69,85
499,0,9,2,0,1,77,69,85,2,77,69,85
500,0,9,2,0,1,77,69,85,2,77,69,85
501,1,8,3,0,1,77,69,85,2,77,69,85
502,0,9,1,0,1,77,69,85,2,77,69,85
503,0,9,10,0,1,77,69,85,2,77,69,85
504,1,9,5,0,1,77,69,85,2,77,69,85
505,2,9,2,0,1,77,69,85,2,77,69,85
506,0,8,1,0,1,77,69,85,2,77,69,85
507,0,9,1,0,1,77,69,85,2,77,69,85
508,1,9,1,0,1,77,69,85,2,77,69,85
509,1,9,1,0,1,77,69,85,2,77,69,85
510,0,8,1,0,1,77,69,85,2,77,69,85
511,1,8,1,0,1,77,69,85,2,77,69,85
512,1,8,1,0,1,77,69,85,2,77,69,85
513,0,8,1,0,1,77,69,85,2,77,69,85
514,0,9,1,0,1,77,69,85,2,77,69,85
515,1,9,2,0,1,77,69,85,2,77,69,85
516,1,9,1,0,1,77,69,85,2,77,69,85
517,2,9,1,0,1,77,69,85,2,77,69,85
518,3,9,1,0,1,77,69,85,2,77,69,85
519,0,9,2,0,1,77,69,85,2,77,69,85
520,1,8,1,0,1,77,69,85,2,77,69,85
521,0,8,2,0,1,77,69,85,2,77,69,85
522,0,8,7,0,1,77,69,85,2,77,69,85
523,1,8,4,0,1,77,69,85,2,77,69,85
524,2,8,7,0,1,77,69,85,2,77,69,85
525,0,9,2,0,1,77,69,85,2,77,69,85
526,2,9,1,0,1,77,69,85,2,77,69,85
527,0,9,1,0,1,77,69,85,2,77,69,85
528,2,9,2,0,1,77,69,85,2,77,69,85
529,0,5,50,0,1,77,69,85,2,77,69,85
530,0,5,50,0,1,77,69,85,2,77,69,85
531,0,5,50,0,1,77,69,85,2,77,69,85
