,StoreNum,Weekend,Item,Qty,lag1,lag2,lag3
90,3,0,32,42,17,36,23
91,3,0,33,52,43,44,14
92,3,0,34,11,11,10,11
93,3,0,35,38,30,40,37
94,3,0,36,45,42,26,17
95,3,0,37,32,24,43,18
96,3,0,38,21,11,9,23
97,3,0,39,17,29,13,13
98,3,0,40,23,15,31,23
99,3,0,41,15,18,31,28
100,3,0,42,32,48,41,20
101,3,0,43,10,47,15,38
102,3,0,44,27,26,24,14
103,3,0,45,18,27,40,26
104,3,0,46,15,15,30,28
105,3,0,47,43,19,29,52
106,3,0,48,31,38,31,22
107,3,0,49,25,20,33,30
108,4,0,0,27,50,33,33
109,4,0,1,38,33,42,51
110,4,0,2,41,50,18,31
111,4,0,3,42,42,35,24
112,4,0,4,47,53,20,34
113,4,0,5,34,22,25,25
114,4,0,6,25,4,12,8
115,4,0,7,47,24,36,34
116,4,0,8,16,12,14,8
117,4,0,9,28,42,21,46
118,4,0,10,8,18,25,17
119,4,0,11,38,29,32,22
120,4,0,12,23,48,27,36
121,4,0,14,27,23,31,33
122,4,0,15,20,29,41,33
123,4,0,16,47,37,58,42
124,4,0,17,16,21,16,16
125,4,0,18,42,44,40,21
126,4,0,19,30,38,48,38
127,4,0,20,22,22,18,27
128,4,0,21,11,12,21,12
129,4,0,22,15,12,41,41
130,4,0,23,28,26,24,18
131,4,0,24,36,22,22,28
132,4,0,25,9,22,26,21
133,4,0,26,14,15,4,18
134,4,0,27,24,50,45,35
135,4,0,28,44,56,35,50
136,4,0,29,11,18,23,44
137,4,0,30,14,13,7,6
138,4,0,31,16,40,32,30
139,4,0,32,50,30,46,32
140,4,0,33,20,67,36,12
141,4,0,34,8,18,16,14
142,4,0,35,29,29,40,52
143,4,0,36,46,23,23,25
144,4,0,37,19,25,27,13
145,4,0,38,12,19,6,18
146,4,0,39,26,14,20,32
147,4,0,40,25,31,27,37
148,4,0,41,29,37,15,19
149,4,0,42,31,45,29,36
150,4,0,43,18,28,25,19
151,4,0,44,44,35,34,26
152,4,0,45,47,57,60,50
153,4,0,46,38,44,41,30
154,4,0,47,47,27,38,37
155,4,0,48,13,28,26,31
156,4,0,49,39,20,22,36
157,5,0,0,31,25,32,18
158,5,0,1,24,45,23,32
159,5,0,2,28,27,41,29
160,5,0,3,21,15,45,22
161,5,0,4,42,45,43,30
162,5,0,5,12,35,46,22
163,5,0,6,6,12,41,15
164,5,0,7,26,59,43,27
165,5,0,8,13,20,8,17
166,5,0,9,28,41,22,19
167,5,0,10,19,8,9,16
168,5,0,11,33,25,27,13
169,5,0,12,27,24,37,10
170,5,0,13,22,9,19,16
171,5,0,14,40,35,29,17
172,5,0,15,15,36,37,24
173,5,0,16,22,57,32,44
174,5,0,17,20,27,49,22
175,5,0,18,23,28,63,20
176,5,0,19,34,20,22,29
177,5,0,20,15,11,14,5
178,5,0,21,14,15,31,10
179,5,0,22,19,46,44,35
180,5,0,23,26,28,38,18
181,5,0,24,32,23,23,18
182,5,0,25,14,11,6,13
183,5,0,26,20,19,12,9
184,5,0,27,13,25,45,29
185,5,0,28,29,31,21,29
186,5,0,29,31,42,37,36
187,5,0,30,6,12,21,10
188,5,0,31,17,39,16,13
189,5,0,32,18,59,40,41
190,5,0,33,33,33,49,16
191,5,0,34,29,4,4,13
192,5,0,35,21,10,41,34
193,5,0,36,24,32,27,7
194,5,0,37,39,23,32,10
195,5,0,38,15,20,26,23
196,5,0,39,18,23,8,8
197,5,0,40,34,23,31,8
198,5,0,41,12,33,22,17
199,5,0,42,38,39,54,36
200,5,0,43,28,14,48,23
201,5,0,44,16,35,35,17
202,5,0,45,48,51,32,32
203,5,0,46,21,34,51,17
204,5,0,47,33,33,29,33
205,5,0,48,6,38,24,22
206,5,0,49,12,7,20,19
207,6,0,0,39,15,50,39
208,6,0,1,43,39,23,16
209,6,0,2,36,28,37,45
210,6,0,3,25,40,44,20
211,6,0,4,25,57,38,35
212,6,0,5,40,30,23,51
213,6,0,6,9,9,10,50
214,6,0,7,52,38,48,73
215,6,0,8,20,9,13,34
216,6,0,9,23,42,24,27
217,6,0,10,20,16,17,26
218,6,0,11,43,19,35,25
219,6,0,12,25,16,24,29
220,6,0,13,16,22,17,24
221,6,0,14,62,49,43,33
222,6,0,15,30,35,67,29
223,6,0,16,71,46,44,16
224,6,0,17,36,23,10,15
225,6,0,18,29,47,35,47
226,6,0,19,22,22,23,25
227,6,0,20,21,25,24,12
228,6,0,21,29,5,15,13
229,6,0,22,55,43,36,72
230,6,0,23,38,33,24,26
231,6,0,24,23,32,47,39
232,6,0,25,12,4,24,14
233,6,0,26,22,16,11,18
234,6,0,27,63,30,34,28
235,6,0,28,46,32,46,41
236,6,0,29,27,18,17,26
237,6,0,30,36,22,25,11
238,6,0,31,15,18,16,15
239,6,0,32,43,43,28,21
240,6,0,33,24,15,55,36
241,6,0,34,18,16,12,30
242,6,0,35,25,38,27,19
243,6,0,36,33,9,29,18
244,6,0,37,46,47,26,39
245,6,0,38,26,23,8,11
246,6,0,39,18,10,24,10
247,6,0,40,27,30,26,22
248,6,0,41,26,39,28,42
249,6,0,42,39,30,69,36
250,6,0,43,29,31,38,11
251,6,0,44,39,28,36,30
252,6,0,45,83,46,52,43
253,6,0,46,11,19,32,22
254,6,0,47,31,18,21,14
255,6,0,48,24,35,25,29
256,6,0,49,38,24,24,11
257,7,0,0,26,30,4,16
258,7,0,1,25,40,38,39
259,7,0,2,33,22,20,23
260,7,0,3,29,40,27,41
261,7,0,4,26,34,38,49
262,7,0,5,40,45,23,42
263,7,0,6,9,13,10,17
264,7,0,7,29,31,36,50
265,7,0,8,13,17,25,22
266,7,0,9,34,50,50,35
267,7,0,10,16,18,20,27
268,7,0,11,30,20,36,28
269,7,0,12,21,27,30,38
270,7,0,13,15,28,22,7
271,7,0,14,44,48,30,29
272,7,0,15,19,28,24,16
273,7,0,16,25,16,17,25
274,7,0,17,19,36,26,18
275,7,0,18,34,40,59,56
276,7,0,19,32,43,41,37
277,7,0,20,9,23,5,36
278,7,0,21,12,34,17,15
279,7,0,22,32,41,24,21
280,7,0,23,18,30,20,20
281,7,0,24,18,6,32,13
282,7,0,25,11,20,19,17
283,7,0,26,28,12,30,20
284,7,0,27,44,50,46,10
285,7,0,28,35,46,36,53
286,7,0,29,16,32,25,31
287,7,0,30,11,16,22,17
288,7,0,31,37,29,15,31
289,7,0,32,26,45,17,25
290,7,0,33,17,40,20,35
291,7,0,34,8,14,7,28
292,7,0,35,25,52,31,49
293,7,0,36,19,30,25,22
294,7,0,37,41,43,32,10
295,7,0,38,10,28,9,20
296,7,0,39,30,24,13,17
297,7,0,40,34,25,20,26
298,7,0,41,26,17,21,19
299,7,0,42,15,30,46,36
300,7,0,43,24,17,33,23
301,7,0,44,30,44,26,37
302,7,0,45,34,43,20,39
303,7,0,46,18,34,12,27
304,7,0,47,31,32,46,17
305,7,0,48,29,16,16,40
306,7,0,49,16,46,24,38
307,8,0,0,22,50,19,20
308,8,0,1,17,31,34,18
309,8,0,2,20,39,23,30
310,8,0,3,48,29,18,28
311,8,0,4,17,33,21,41
312,8,0,5,35,23,29,23
313,8,0,6,11,13,17,15
314,8,0,7,29,62,54,55
315,8,0,8,20,20,7,25
316,8,0,9,20,28,35,32
317,8,0,10,12,27,13,11
318,8,0,11,31,35,32,51
319,8,0,12,13,15,22,27
320,8,0,13,3,23,2,9
321,8,0,14,35,58,48,13
322,8,0,15,26,38,31,35
323,8,0,16,25,61,50,19
324,8,0,17,20,39,21,19
325,8,0,18,35,52,16,51
326,8,0,19,16,37,29,14
327,8,0,20,7,31,23,19
328,8,0,21,8,20,6,14
329,8,0,22,46,19,28,28
330,8,0,23,18,44,47,32
331,8,0,24,29,33,38,36
332,8,0,25,8,29,14,28
333,8,0,26,23,28,10,16
334,8,0,27,22,22,16,31
335,8,0,28,26,24,20,38
336,8,0,29,30,29,28,30
337,8,0,30,22,20,18,18
338,8,0,31,23,23,46,29
339,8,0,32,10,34,54,34
340,8,0,33,32,36,35,46
341,8,0,34,17,19,14,14
342,8,0,35,42,56,15,38
343,8,0,36,11,30,19,42
344,8,0,37,16,24,21,51
345,8,0,38,16,14,20,6
346,8,0,39,18,4,7,20
347,8,0,40,32,31,19,20
348,8,0,41,14,60,14,19
349,8,0,42,40,31,36,35
350,8,0,43,23,26,11,16
351,8,0,44,17,70,33,20
352,8,0,45,31,41,33,59
353,8,0,46,26,33,15,31
354,8,0,47,31,47,32,50
355,8,0,48,22,25,23,27
356,8,0,49,11,51,36,28
357,9,0,0,25,41,47,26
358,9,0,1,42,23,28,17
359,9,0,2,22,54,26,27
360,9,0,3,40,30,20,23
361,9,0,4,30,43,48,24
362,9,0,5,29,52,53,41
363,9,0,6,32,16,9,12
364,9,0,7,54,14,46,24
365,9,0,8,20,24,7,12
366,9,0,9,39,20,25,18
367,9,0,10,15,10,14,16
368,9,0,11,33,11,27,12
369,9,0,12,30,24,18,21
370,9,0,13,11,15,16,15
371,9,0,14,19,33,33,36
372,9,0,15,36,21,19,28
373,9,0,16,27,47,23,39
374,9,0,17,18,38,13,32
375,9,0,18,46,32,44,39
376,9,0,19,41,12,26,8
377,9,0,20,13,12,16,13
378,9,0,21,6,15,16,4
379,9,0,22,35,45,58,36
380,9,0,23,46,28,40,18
381,9,0,24,38,53,25,13
382,9,0,25,23,29,9,21
383,9,0,26,10,22,20,4
384,9,0,27,42,21,27,23
385,9,0,28,36,9,39,18
386,9,0,29,34,39,16,45
387,9,0,30,13,14,19,11
388,9,0,31,11,32,17,23
389,9,0,32,30,43,41,15
390,9,0,33,23,35,13,48
391,9,0,34,13,12,18,10
392,9,0,35,29,19,36,38
393,9,0,36,33,22,8,11
394,9,0,37,24,10,23,35
395,9,0,38,12,25,24,29
396,9,0,39,23,18,24,27
397,9,0,40,47,34,42,12
398,9,0,41,25,23,28,23
399,9,0,42,33,40,27,40
400,9,0,43,33,32,18,22
401,9,0,44,14,35,27,18
402,9,0,45,38,32,30,53
403,9,0,46,28,50,34,24
404,9,0,47,18,52,30,32
405,9,0,48,22,20,20,13
406,9,0,49,18,6,24,30
407,10,0,0,38,18,20,35
408,10,0,1,43,37,19,32
409,10,0,2,31,23,34,47
410,10,0,3,46,60,29,18
411,10,0,4,34,50,25,30
412,10,0,5,18,32,36,30
413,10,0,6,19,26,14,45
414,10,0,7,57,52,40,45
415,10,0,8,21,20,22,32
416,10,0,9,29,37,25,34
417,10,0,10,12,21,11,31
418,10,0,11,45,45,31,12
419,10,0,12,30,24,29,36
420,10,0,13,14,17,21,25
421,10,0,14,26,19,20,14
422,10,0,15,28,32,15,39
423,10,0,16,48,39,30,41
424,10,0,17,28,47,35,17
425,10,0,18,33,35,29,60
426,10,0,19,38,42,13,36
427,10,0,20,15,27,15,17
428,10,0,21,10,32,24,23
429,10,0,22,35,39,35,43
430,10,0,23,22,38,30,35
431,10,0,24,16,23,48,30
432,10,0,25,21,7,28,13
433,10,0,26,14,22,17,17
434,10,0,27,45,38,45,31
435,10,0,28,46,39,31,47
436,10,0,29,18,29,38,30
437,10,0,30,15,10,12,17
438,10,0,31,26,33,15,24
439,10,0,32,68,58,36,48
440,10,0,33,26,20,36,28
441,10,0,34,26,17,11,27
442,10,0,35,50,44,32,47
443,10,0,36,26,21,22,30
444,10,0,37,43,46,34,33
445,10,0,38,18,27,13,13
446,10,0,39,16,15,18,3
447,10,0,40,31,14,42,30
448,10,0,41,41,29,14,34
449,10,0,42,38,37,38,41
450,10,0,43,26,19,16,39
451,10,0,44,16,25,33,27
452,10,0,45,74,47,37,31
453,10,0,46,26,21,24,45
454,10,0,47,38,38,30,34
455,10,0,48,38,17,28,35
456,10,0,49,42,17,17,29
457,11,0,0,29,30,47,41
458,11,0,1,29,43,37,32
459,11,0,2,20,50,31,31
460,11,0,3,14,25,29,25
461,11,0,4,42,35,35,28
462,11,0,5,43,45,37,49
463,11,0,6,4,9,26,12
464,11,0,7,47,44,30,42
465,11,0,8,22,8,14,26
466,11,0,9,30,17,40,25
467,11,0,10,25,27,2,11
468,11,0,11,32,32,15,55
469,11,0,12,31,35,40,20
470,11,0,13,7,9,14,18
471,11,0,14,12,35,34,25
472,11,0,15,40,36,25,22
473,11,0,16,24,32,14,17
474,11,0,17,26,24,39,33
475,11,0,18,30,19,48,33
476,11,0,19,25,30,22,28
477,11,0,20,8,16,9,17
478,11,0,21,16,13,9,13
479,11,0,22,49,37,30,45
480,11,0,23,39,25,14,18
481,11,0,24,29,19,11,21
482,11,0,25,18,12,13,16
483,11,0,26,13,14,8,26
484,11,0,27,21,23,39,32
485,11,0,28,47,28,30,31
486,11,0,29,22,30,19,38
487,11,0,30,19,35,6,14
488,11,0,31,27,25,22,18
489,11,0,32,26,29,28,10
490,11,0,33,29,32,30,30
491,11,0,34,16,14,9,16
492,11,0,35,41,15,48,27
493,11,0,36,22,30,35,17
494,11,0,37,42,37,24,37
495,11,0,38,3,27,15,32
496,11,0,39,13,23,29,15
497,11,0,40,21,14,26,30
498,11,0,41,34,6,10,35
499,11,0,42,43,49,23,23
500,11,0,43,20,3,20,32
501,11,0,44,20,28,32,32
502,11,0,45,26,39,23,41
503,11,0,46,29,33,36,30
504,11,0,47,37,26,30,25
505,11,0,48,23,45,24,11
506,11,0,49,33,37,24,20
507,12,0,0,38,38,35,38
508,12,0,1,42,31,54,28
509,12,0,2,30,36,60,30
510,12,0,3,26,21,58,22
511,12,0,4,47,22,57,35
512,12,0,5,35,38,31,17
513,12,0,6,12,18,34,27
514,12,0,7,33,44,59,51
515,12,0,8,8,12,20,26
516,12,0,9,43,16,48,28
517,12,0,10,23,7,13,20
518,12,0,11,36,30,30,37
519,12,0,12,22,37,25,32
520,12,0,13,15,9,23,29
521,12,0,14,45,38,60,40
522,12,0,15,16,21,29,22
523,12,0,16,50,23,41,40
524,12,0,17,17,15,30,40
525,12,0,18,51,30,57,52
526,12,0,19,32,23,49,17
527,12,0,20,18,14,20,25
528,12,0,21,31,11,34,16
529,12,0,22,22,31,22,33
530,12,0,23,20,47,22,44
531,12,0,24,18,28,9,36
532,12,0,25,23,9,31,7
533,12,0,26,23,24,37,20
534,12,0,27,35,38,63,51
535,12,0,28,39,33,54,56
536,12,0,29,18,34,28,35
537,12,0,30,16,5,11,6
538,12,0,31,30,31,19,19
539,12,0,32,38,45,26,33
540,12,0,33,31,38,35,36
541,12,0,34,44,18,29,6
542,12,0,35,35,27,66,28
543,12,0,36,30,27,39,14
544,12,0,37,35,32,58,31
545,12,0,38,11,15,27,20
546,12,0,39,31,6,25,18
547,12,0,40,14,21,41,41
548,12,0,41,38,30,22,17
549,12,0,42,30,34,42,38
550,12,0,43,17,15,18,32
551,12,0,44,47,26,53,38
552,12,0,45,34,31,49,31
553,12,0,46,39,34,26,26
554,12,0,47,27,26,39,30
555,12,0,48,43,26,17,19
556,12,0,49,28,18,25,33
557,13,0,0,26,27,21,40
558,13,0,1,49,34,41,21
559,13,0,2,24,13,16,36
560,13,0,3,45,10,22,36
561,13,0,4,34,35,29,29
562,13,0,5,49,24,19,36
563,13,0,6,16,13,6,34
564,13,0,7,55,42,55,33
565,13,0,8,6,17,18,11
566,13,0,9,30,29,35,19
567,13,0,10,24,19,11,12
568,13,0,11,22,16,33,34
569,13,0,12,25,13,28,28
570,13,0,13,29,10,18,26
571,13,0,14,19,13,28,17
572,13,0,15,39,30,38,23
573,13,0,16,14,35,44,31
574,13,0,17,33,26,32,22
575,13,0,18,54,18,41,21
576,13,0,19,45,24,27,25
577,13,0,20,13,19,17,18
578,13,0,21,26,12,8,10
579,13,0,22,38,23,20,52
580,13,0,23,20,29,18,20
581,13,0,24,31,35,37,16
582,13,0,25,12,6,26,10
583,13,0,26,21,10,18,16
584,13,0,27,43,34,23,36
585,13,0,28,42,24,28,63
586,13,0,29,38,28,26,33
587,13,0,30,14,21,14,9
588,13,0,31,35,13,28,22
589,13,0,32,46,42,38,22
590,13,0,33,30,28,39,36
591,13,0,34,19,3,2,15
592,13,0,35,58,25,28,12
593,13,0,36,33,10,32,32
594,13,0,37,30,31,35,35
595,13,0,38,15,23,8,12
596,13,0,39,3,5,20,17
597,13,0,40,35,33,19,26
598,13,0,41,26,39,27,13
599,13,0,42,37,26,34,39
600,13,0,43,22,40,25,25
601,13,0,44,23,30,25,30
602,13,0,45,29,68,55,23
603,13,0,46,42,27,18,17
604,13,0,47,46,47,18,31
605,13,0,48,36,10,29,28
606,13,0,49,23,20,29,28
607,14,0,0,26,18,45,29
608,14,0,1,45,21,41,31
609,14,0,2,27,14,27,35
610,14,0,3,30,52,37,36
611,14,0,4,61,37,12,41
612,14,0,5,36,15,22,29
613,14,0,6,18,8,22,12
614,14,0,7,31,42,41,38
615,14,0,8,28,6,19,7
616,14,0,9,44,40,27,33
617,14,0,10,18,23,10,9
618,14,0,11,31,44,29,26
619,14,0,12,34,35,16,23
620,14,0,13,28,23,21,11
621,14,0,14,46,25,28,46
622,14,0,15,24,26,24,9
623,14,0,16,32,18,24,35
624,14,0,17,33,28,29,17
625,14,0,18,19,40,38,33
626,14,0,19,35,22,26,26
627,14,0,20,34,13,19,16
628,14,0,21,17,15,14,10
629,14,0,22,42,10,14,44
630,14,0,23,30,22,17,16
631,14,0,24,29,23,11,13
632,14,0,25,11,3,6,11
633,14,0,26,48,19,15,16
634,14,0,27,32,33,30,18
635,14,0,28,48,28,9,41
636,14,0,29,36,17,37,15
637,14,0,30,13,6,26,24
638,14,0,31,21,40,27,30
639,14,0,32,30,21,33,31
640,14,0,33,36,40,30,30
641,14,0,34,15,16,17,20
642,14,0,35,35,39,47,28
643,14,0,36,18,50,29,17
644,14,0,37,15,39,29,17
645,14,0,38,21,12,19,10
646,14,0,39,17,13,21,25
647,14,0,40,18,20,13,23
648,14,0,41,25,29,20,16
649,14,0,42,22,41,34,14
650,14,0,43,18,27,23,17
651,14,0,44,45,32,33,41
652,14,0,45,45,44,49,41
653,14,0,46,21,39,45,40
654,14,0,47,12,18,30,29
655,14,0,48,26,17,27,30
656,14,0,49,19,30,33,8
657,15,0,0,32,39,31,41
658,15,0,1,25,33,25,23
659,15,0,2,52,62,29,25
660,15,0,3,42,43,29,20
661,15,0,4,28,59,36,39
662,15,0,5,48,17,41,48
663,15,0,6,16,3,14,11
664,15,0,7,26,41,61,35
665,15,0,8,8,34,17,30
666,15,0,9,28,34,18,31
667,15,0,10,19,17,25,10
668,15,0,11,37,14,17,38
669,15,0,12,35,11,40,26
670,15,0,13,19,19,35,5
671,15,0,14,29,30,42,39
672,15,0,15,26,32,54,41
673,15,0,16,21,27,18,37
674,15,0,17,37,26,42,30
675,15,0,18,49,45,28,43
676,15,0,19,31,33,36,34
677,15,0,20,19,12,17,10
678,15,0,21,4,34,6,22
679,15,0,22,41,50,46,50
680,15,0,23,12,17,26,24
681,15,0,24,14,22,31,24
682,15,0,25,8,14,26,8
683,15,0,26,20,19,7,17
684,15,0,27,34,43,33,37
685,15,0,28,37,41,42,56
686,15,0,29,30,44,18,29
687,15,0,30,8,22,13,17
688,15,0,31,30,43,20,22
689,15,0,32,31,35,23,36
690,15,0,33,29,43,29,25
691,15,0,34,20,32,20,5
692,15,0,35,51,41,30,29
693,15,0,36,43,34,26,8
694,15,0,37,17,5,32,22
695,15,0,38,21,11,22,5
696,15,0,39,9,34,16,10
697,15,0,40,15,22,17,16
698,15,0,41,8,19,18,31
699,15,0,42,54,48,6,36
700,15,0,43,18,28,20,21
701,15,0,44,25,27,27,26
702,15,0,45,37,26,25,36
703,15,0,46,28,27,25,34
704,15,0,47,32,41,25,38
705,15,0,48,28,36,33,18
706,15,0,49,26,39,31,32
707,16,0,0,29,25,31,31
708,16,0,1,31,45,36,28
709,16,0,2,21,31,25,11
710,16,0,3,25,49,26,41
711,16,0,4,45,41,40,28
712,16,0,5,27,26,26,30
713,16,0,6,11,30,18,27
714,16,0,7,49,46,53,29
715,16,0,8,11,17,13,15
716,16,0,9,41,49,68,20
717,16,0,10,30,12,10,33
718,16,0,11,43,27,21,30
719,16,0,12,18,31,45,28
720,16,0,13,15,24,15,13
721,16,0,14,42,37,52,26
722,16,0,15,23,41,26,35
723,16,0,16,41,24,22,40
724,16,0,17,30,40,36,29
725,16,0,18,41,27,39,26
726,16,0,19,16,58,41,26
727,16,0,20,16,22,3,23
728,16,0,21,19,17,14,7
729,16,0,22,13,26,23,37
730,16,0,23,48,33,23,15
731,16,0,24,45,30,19,26
732,16,0,25,17,51,4,26
733,16,0,26,2,19,15,9
734,16,0,27,36,37,34,26
735,16,0,28,21,37,37,23
736,16,0,29,34,32,30,23
737,16,0,30,12,6,24,13
738,16,0,31,35,24,38,28
739,16,0,32,35,26,50,51
740,16,0,33,24,41,21,50
741,16,0,34,12,20,18,5
742,16,0,35,26,50,33,41
743,16,0,36,18,24,23,33
744,16,0,37,33,28,25,20
745,16,0,38,11,14,18,9
746,16,0,39,19,42,13,28
747,16,0,40,20,35,26,19
748,16,0,41,38,21,10,35
749,16,0,42,35,25,31,57
750,16,0,43,32,39,15,27
751,16,0,44,25,35,46,43
752,16,0,45,31,50,33,38
753,16,0,46,20,53,25,24
754,16,0,47,19,42,45,26
755,16,0,48,22,28,23,34
756,16,0,49,32,27,16,16
757,17,0,0,20,25,33,31
758,17,0,1,36,21,34,52
759,17,0,2,15,24,23,49
760,17,0,3,41,34,28,20
761,17,0,4,48,37,35,40
762,17,0,5,33,43,25,28
763,17,0,6,4,13,22,17
764,17,0,7,35,31,38,38
765,17,0,8,19,8,7,14
766,17,0,9,40,30,26,31
767,17,0,10,22,31,23,11
768,17,0,11,39,49,53,24
769,17,0,12,25,16,22,26
770,17,0,13,32,12,25,10
771,17,0,14,34,33,33,33
772,17,0,15,29,19,29,17
773,17,0,16,27,28,45,24
774,17,0,17,25,35,24,38
775,17,0,18,35,35,41,31
776,17,0,19,24,22,21,37
777,17,0,20,42,17,34,20
778,17,0,21,14,16,20,23
779,17,0,22,54,37,25,42
780,17,0,23,25,24,14,21
781,17,0,24,25,13,20,21
782,17,0,25,6,20,19,23
783,17,0,26,15,12,7,12
784,17,0,27,46,45,36,32
785,17,0,28,45,44,34,35
786,17,0,29,42,37,27,36
787,17,0,30,21,22,9,15
788,17,0,31,17,13,12,22
789,17,0,32,33,6,56,32
790,17,0,33,37,42,39,20
791,17,0,34,18,5,29,16
792,17,0,35,43,27,52,35
793,17,0,36,26,23,15,22
794,17,0,37,39,26,6,23
795,17,0,38,28,20,8,25
796,17,0,39,16,4,20,24
797,17,0,40,20,21,28,11
798,17,0,41,10,26,14,30
799,17,0,42,29,40,50,39
800,17,0,43,29,18,17,25
801,17,0,44,31,25,29,22
802,17,0,45,14,30,37,40
803,17,0,46,18,21,26,25
804,17,0,47,28,43,20,28
805,17,0,48,32,15,22,18
806,17,0,49,23,27,23,29
807,18,0,0,41,38,21,43
808,18,0,1,33,56,45,30
809,18,0,2,24,24,36,44
810,18,0,3,31,32,24,31
811,18,0,4,13,28,18,37
812,18,0,5,31,31,30,24
813,18,0,6,15,21,18,16
814,18,0,7,29,54,48,39
815,18,0,8,4,16,14,9
816,18,0,9,16,23,9,20
817,18,0,10,12,13,19,28
818,18,0,11,22,28,18,22
819,18,0,12,43,42,31,31
820,18,0,13,35,8,25,12
821,18,0,14,21,38,40,36
822,18,0,15,17,35,35,18
823,18,0,16,43,55,36,22
824,18,0,17,15,16,28,40
825,18,0,18,42,28,50,66
826,18,0,19,31,43,24,15
827,18,0,20,21,11,12,4
828,18,0,21,29,6,10,17
829,18,0,22,55,42,34,17
830,18,0,23,26,33,35,15
831,18,0,24,31,33,17,19
832,18,0,25,16,15,9,16
833,18,0,26,11,3,20,11
834,18,0,27,22,47,22,31
835,18,0,28,45,39,41,35
836,18,0,29,16,16,29,37
837,18,0,30,32,18,12,26
838,18,0,31,19,49,30,43
839,18,0,32,48,47,43,20
840,18,0,33,24,20,29,30
841,18,0,34,11,36,19,12
842,18,0,35,59,26,43,35
843,18,0,36,66,33,19,33
844,18,0,37,27,22,32,15
845,18,0,38,5,8,20,28
846,18,0,39,4,21,19,27
847,18,0,40,39,21,32,32
848,18,0,41,43,32,23,17
849,18,0,42,23,21,24,19
850,18,0,43,37,21,13,13
851,18,0,44,16,29,37,34
852,18,0,45,39,31,36,34
853,18,0,46,26,26,39,45
854,18,0,47,17,20,30,43
855,18,0,48,22,39,19,44
856,18,0,49,30,36,27,6
857,19,0,0,55,53,19,36
858,19,0,1,28,20,28,18
859,19,0,2,38,42,19,23
860,19,0,3,53,35,28,29
861,19,0,4,46,25,60,42
862,19,0,5,33,57,58,32
863,19,0,6,6,25,15,29
864,19,0,7,48,60,35,39
865,19,0,8,17,33,4,10
866,19,0,9,25,72,31,29
867,19,0,10,14,17,21,15
868,19,0,11,13,32,39,55
869,19,0,12,14,30,35,16
870,19,0,13,14,9,26,16
